year,month,day_mean,day_sum,Carbon intensity gCO₂eq/kWh (direct)_mean,Carbon intensity gCO₂eq/kWh (direct)_sum,Carbon intensity gCO₂eq/kWh (Life cycle)_mean,Carbon intensity gCO₂eq/kWh (Life cycle)_sum,Carbon-free energy percentage (CFE%)_mean,Carbon-free energy percentage (CFE%)_sum,Renewable energy percentage (RE%)_mean,Renewable energy percentage (RE%)_sum,Data estimated_mean,Data estimated_sum,estimated_hour_flag_mean,estimated_hour_flag_sum,hourly_row_count_mean,hourly_row_count_sum,estimated_hour_share_mean,estimated_hour_share_sum,hour_mean,hour_sum,day_of_week_mean,day_of_week_sum,is_weekend_mean,is_weekend_sum,carbon_intensity_gap_mean,carbon_intensity_gap_sum,cfe_re_gap_mean,cfe_re_gap_sum,row_count_in_month_count
2025,1,16.0,496,565.3816935483871,17526.8325,617.1536693548388,19131.763750000002,23.6615188172043,733.5070833333333,22.760940860215054,705.5891666666666,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.0,93,0.25806451612903225,8,51.771975806451614,1604.93125,0.9005779569892474,27.917916666666667,31
2025,2,14.5,406,562.0380208333333,15737.064583333333,614.5718898809524,17208.012916666667,23.425029761904764,655.9008333333334,22.847752976190474,639.7370833333333,0.0,0.0,0.0,0,24.0,672,0.0,0.0,0.0,0,3.0,84,0.2857142857142857,8,52.533869047619035,1470.948333333333,0.5772767857142853,16.16374999999999,28
2025,3,16.0,496,569.1182661290323,17642.666250000002,619.0798252688172,19191.474583333333,24.26697580645161,752.27625,23.392150537634407,725.1566666666666,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.064516129032258,95,0.3225806451612903,10,49.961559139784924,1548.8083333333327,0.874825268817205,27.119583333333356,31
2025,4,15.5,465,492.8732777777778,14786.198333333334,538.4663472222222,16153.990416666667,34.41215277777778,1032.3645833333333,32.28638888888889,968.5916666666667,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,2.9,87,0.26666666666666666,8,45.593069444444446,1367.7920833333333,2.1257638888888883,63.77291666666665,30
2025,5,16.0,496,524.6399193548388,16263.8375,573.1800537634408,17768.581666666665,29.85861559139785,925.6170833333333,27.898978494623655,864.8683333333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.096774193548387,96,0.2903225806451613,9,48.54013440860215,1504.7441666666666,1.9596370967741934,60.748749999999994,31
2025,6,15.5,465,582.7984722222222,17483.954166666666,636.4324722222223,19092.974166666667,21.57388888888889,647.2166666666667,18.699819444444447,560.9945833333334,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,3.0,90,0.3,9,53.63399999999999,1609.0199999999998,2.874069444444445,86.22208333333334,30
2025,7,16.0,496,607.1849731182796,18822.734166666665,663.3617876344085,20564.215416666666,17.664112903225806,547.5875,15.570309139784946,482.6795833333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.903225806451613,90,0.25806451612903225,8,56.17681451612903,1741.4812499999998,2.09380376344086,64.90791666666667,31
2025,8,16.0,496,742.1807123655914,23007.60208333333,801.6907661290322,24852.41375,2.0236155913978497,62.732083333333335,1.8614784946236558,57.70583333333333,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.193548387096774,99,0.3225806451612903,10,59.51005376344087,1844.811666666667,0.16213709677419355,5.02625,31
2025,9,15.5,465,732.7265694444445,21981.797083333335,791.5780138888889,23747.340416666666,3.3713749999999996,101.14124999999999,3.120138888888889,93.60416666666667,0.0,0.0,0.0,0,24.0,720,0.0,0.0,0.0,0,2.8333333333333335,85,0.26666666666666666,8,58.85144444444445,1765.5433333333335,0.2512361111111108,7.5370833333333245,30
2025,10,16.0,496,609.7623924731183,18902.634166666667,665.3158467741935,20624.79125,17.402970430107526,539.4920833333333,16.53842741935484,512.69125,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,3.0,93,0.25806451612903225,8,55.55345430107528,1722.1570833333335,0.864543010752689,26.800833333333358,31
2025,11,15.5,465,528.0471666666667,15841.415,577.1225,17313.675,28.604777777777777,858.1433333333333,28.278916666666667,848.3675000000001,0.0027777777777777766,0.0833333333333333,0.06666666666666667,2,24.0,720,0.0027777777777777766,0.0833333333333333,0.0,0,3.1666666666666665,95,0.3333333333333333,10,49.07533333333331,1472.2599999999993,0.32586111111111055,9.775833333333317,30
2025,12,16.0,496,525.0030913978494,16275.095833333333,575.1098924731183,17828.406666666666,28.39729838709677,880.31625,27.76706989247312,860.7791666666667,0.0,0.0,0.0,0,24.0,744,0.0,0.0,0.0,0,2.806451612903226,87,0.25806451612903225,8,50.10680107526881,1553.3108333333332,0.630228494623656,19.53708333333334,31
